0
AFAP1L1
AFDN-DT
AFF4-DT
AFG3L2
AFTPH-DT
AGA-DT
AGAP11
AGAP2
AGAP3
AGBL2
AGBL3
AGBL5
AGBL5-AS1
AGFG2
AGK-DT
AGL
AGMAT
AGO4
AGPAT2
AGPAT3
AGPAT4
AGR3
AGRN
AGTPBP1
AGTRAP
AHCTF1
AHCY
AHCYL1
AHCYL2
AHCYP2
AHCYP5
AHDC1
AHI1-DT
AHNAK
AHNAK2
AHRR
AHSA2P
AHSG
AHSP
AIF1
AIF1L
AIFM2
AIFM3
AIG1P1
AIPL1
AIRN
AJAP1
AJM1
AK1
AK3P5
AK4
AK4P2
AK4P3
AK5
AK7
AK9
AKAP1-DT
AKAP10
AKAP11
AKAP17A
AKAP5
AKAP7
AKAP8L
AKAP9
AKIRIN1
AKIRIN2
AKNA
AKR1A1
AKR1B1
AKR1B15
AKR1D1P1
AKR7A3
AKR7L
AKT1
AKT2
AKT3
AKT3-IT1
AKTIP
AKTIPP1
ALAD
ALAS1
ALCAM
ALDH18A1
ALDH1A2
ALDH1A2-AS1
ALDH1A3
ALDH1B1
ALDH1L1
ALDH1L2
ALDH2
ALDH3A2
ALDH3B1
ALDH4A1
ALDH7A1
ALDH7A1P4
ALDOC
ALG10
ALG10B
ALG14
ALG1L11P
ALG1L15P
ALG1L2
ALG1L9P
ALG6
ALG9
ALK
ALKAL2
ALKBH2
ALKBH7
ALKBH8
ALOX12P2
ALOX15
ALOX15B
ALOX5
ALOX5AP
ALOXE3
ALPK3
ALPL
ALS2
ALX3
ALX4
AMBRA1
AMD1
AMDHD2
AMER2
AMFR
AMHR2
AMIGO1
AMIGO3
AMN
AMOT
AMOTL2
AMPD2
AMPD3
AMPH
AMT
AMZ1
AMZ2P1
ANAPC1
ANAPC11
ANAPC4
ANAPC7
ANGEL2
ANGPT1
ANGPT4
ANGPTL2
ANGPTL4
ANGPTL6
ANK1
ANK2
ANK3
ANK3-DT
ANKAR
ANKDD1A
ANKDD1B
ANKFY1
ANKH-DT
ANKHD1-EIF4EBP3
ANKLE2
ANKMY1
ANKRD13B
ANKRD13D
ANKRD17-DT
ANKRD18B
ANKRD18DP
ANKRD18EP
ANKRD18FP
ANKRD2
ANKRD20A11P
ANKRD20A5P
ANKRD22
ANKRD26
ANKRD29
ANKRD31
ANKRD33
ANKRD33B
ANKRD33B-AS1
ANKRD34B
ANKRD35
ANKRD36
ANKRD36B
ANKRD36BP2
ANKRD36C
ANKRD39
ANKRD40
ANKRD40CL
ANKRD42-DT
ANKRD44-AS1
ANKRD44-DT
ANKRD44-IT1
ANKRD46
ANKRD50
ANKRD52
ANKRD53
ANKRD6
ANKRD60
ANKRD61
ANKRD63
ANKRD65-AS1
ANKRD66
ANKRD7
ANKRD9
ANKS6
ANKUB1
ANO10
ANO4
ANO7L1
ANP32A
ANP32B
ANP32BP2
ANPEP
ANTKMT
ANTXR1
ANTXR2
ANTXRL
ANTXRLP1
ANXA1
ANXA11
ANXA2P2
ANXA2R-AS1
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
AOAH
AOAH-IT1
AOC2
AOX1
AP1AR-DT
AP1G1
AP1G2
AP1G2-AS1
AP1S1
AP1S3
AP2A2
AP2M1
AP2S1
AP3B1
AP3B2
AP3M1
AP3S1
AP3S2
AP4B1-AS1
AP5B1
AP5S1
AP5Z1
APBB1
APBB1IP
APBB2
APC
APC2
APCDD1
APEH
APH1B
API5
APLN
APLP2
APMAP
APOA1-AS
APOA5
APOB
APOBEC2
APOBEC3A
APOBEC3B
APOBEC3B-AS1
APOBEC3D
APOBEC3F
APOBEC3G
APOBEC3H
APOBEC4
APOC1
APOC1P1
APOC4-APOC2
APOE
APOH
APOL1
APOL2
APOL3
APOL6
APONP
APOOL
APOOP1
APP-DT
APPBP2-DT
APRT
AQP11
AQP12A
AQP12B
AQP2
AQP3
AQP5-AS1
AQP6
AQP9
AQR
AR
ARAP1-AS1
AREG
ARF1
ARF1P2
ARF1P3
ARF4-AS1
ARF4P2
ARF5
ARF6
ARFGAP2
ARFGAP3
ARFGEF1-DT
ARFGEF2
ARFGEF3
ARGFXP2
ARHGAP10
ARHGAP11A-SCG5
ARHGAP12
ARHGAP15
ARHGAP18
ARHGAP19-SLIT1
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP22-IT1
ARHGAP24
ARHGAP26
ARHGAP26-AS1
ARHGAP26-IT1
ARHGAP27
ARHGAP27P2
ARHGAP29-AS1
ARHGAP30
ARHGAP31
ARHGAP31-AS1
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP39
ARHGAP42-AS1
ARHGAP44-AS1
ARHGAP45
ARHGAP5
ARHGAP5-AS1
ARHGAP8
ARHGAP9
ARHGDIA
ARHGDIB
ARHGDIG
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF16
ARHGEF17-AS1
ARHGEF18
ARHGEF18-AS1
ARHGEF2
ARHGEF2-AS1
ARHGEF2-AS2
ARHGEF25
ARHGEF26-AS1
ARHGEF28
ARHGEF4-AS1
ARHGEF6
ARID3A
ARID3B
ARID3C
ARID5A
ARID5B
ARIH2OS
ARL11
ARL14EP-DT
ARL14EPL
ARL14EPP1
ARL17A
ARL17B
ARL2-SNX15
ARL4AP4
ARL4C
ARL4D
ARL5A
ARL5C
ARL6
ARL6IP4
ARL6IP5
ARL8A
ARL8B
ARL8BP2
ARL9
ARMC1
ARMC2
ARMC2-AS1
ARMC3
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3-AS1
ARMCX4
ARMCX5-GPRASP2
ARMCX6
ARMH3
ARNILA
ARNT
ARPC1B
ARPC2
ARPC3
ARPC3P1
ARPC3P5
ARPC4-TTLL3
ARPIN-AP3S2
ARPP19
ARRB1
ARRB2
ARRDC2
ARRDC3
ARRDC3-AS1
ARRDC4
ARSB
ARSD
ARSD-AS1
ARSG
ARSI
ARSJ
ART2BP
ART2P
ART3
ART4
ART5
ARTN
ARX
ASAH1-AS1
ASAP1
ASAP2
ASAP3
ASB13
ASB15-AS1
ASB16
ASB2
ASB9
ASB9P1
ASCC1
ASCC2
ASCL2
ASCL4
ASF1A
ASF1B
ASGR1
ASGR2
ASH2L
ASH2LP2
ASIC1
ASIC2
ASIC4-AS1
ASL
ASMTL
ASPG
ASPHD2
ASPM
ASPSCR1
ASS1
ASS1P1
ASS1P7
ASTL
ASTN2-AS1
ASXL1
ASXL2
ATAD3A
ATAD3B
ATAT1
ATCAY
ATE1OSP
ATF1
ATF3
ATF4
ATF4P3
ATF6-DT
ATF7-NPFF
ATF7IP2
ATG10
ATG101
ATG12
ATG12P2
ATG16L1
ATG4C
ATG4D
ATG5
ATG7
ATG9A
ATL1
ATL2
ATL3
ATM
ATN1
ATOH7
ATOH8
ATOSA
ATOSB
ATOSBP1
ATP10A-DT
ATP11B-DT
ATP12A
ATP13A1
ATP13A3
ATP13A3-DT
ATP1A1
ATP1A3
ATP1B2
ATP1B3
ATP1B3P1
ATP23
ATP2A3
ATP2B1-AS1
ATP2B4
ATP2C1
ATP5F1D
ATP5MC1
ATP5MC1P1
ATP5MC1P3
ATP5MC2
ATP5MC2P3
ATP5MC3
ATP5MFP1
ATP5MFP4
ATP5MG
ATP5MGL
ATP5MGP1
ATP5MGP6
ATP5PBP1
ATP5PBP8
ATP5PD
ATP5PDP4
ATP6AP1-DT
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0CP3
ATP6V0CP4
ATP6V0D1-DT
ATP6V0E1
ATP6V0E2
ATP6V1B1-AS1
ATP6V1B2
ATP6V1C2
ATP6V1G1
ATP6V1G1P6
ATP6V1G3
ATP6V1H
ATP7B
ATP8A1-DT
ATP8A2
ATP8B1
ATP8B1-AS1
ATP8B2
ATP8B3
ATP8B5P
ATP9A
ATP9B
ATRN
ATRNL1
ATRX
ATXN1-AS1
ATXN10
ATXN1L
ATXN2-AS
ATXN3
ATXN7L2
ATXN7L3-AS1
ATXN7L3B
AUH
AURKAIP1
AURKB
AVP
AVPI1
AVPR1B-DT
AVPR2
AXDND1
AXIN1
AXIN2
AXL
AZGP1P1
AZGP1P2
AZIN1
AZIN2
AZU1
B3GALNT2
B3GALT2
B3GALT4
B3GAT2
B3GAT3
B3GLCT
B3GNT2
B3GNT3
B3GNT4
B3GNT5
B3GNT6
B3GNT7
B3GNT9
B3GNTL1
B4GALNT1
B4GALNT2
B4GALNT3
B4GALNT4
B4GALT1-AS1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT7
B4GAT1-DT
B9D2
BAALC
BAALC-AS2
BACH1
BACH1-AS1
BACH1-IT2
BAD
BAG3
BAG6
BAHD1
BAIAP2-DT
BAIAP2L1
BAIAP3
BAK1
BAMBI
BANF1P1
BANF1P3
BANF1P5
BANP
BARHL1
BARX1
BARX1-DT
BARX2
BASP1-AS1
BATF
BATF2
BATF3
BAX
BAZ1A-AS1
BAZ1B
BAZ2A
BAZ2B-AS1
BBC3
BBLN
BBS10
BBS2
BBS7-DT
BBX
BCAM
BCAN-AS1
BCAN-AS2
BCAP31
BCAR1
BCAR3-AS1
BCAS2
BCAS2P2
BCAS3
BCAS4
BCAT2
BCDIN3D
BCKDHB
BCKDK
BCL10-AS1
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L1-AS1
BCL2L10
BCL2L11
BCL2L13
BCL2L15
BCL2L2-PABPN1
BCL3
BCL6B
BCL7B
BCL9
BCLAF3
BCO2
BCOR
BCORL1
BCRP1
BCRP5
BCRP8
BCYRN1
BDH2
BDP1
BEAN1
BEAN1-AS1
BECN1
BEND3
BEND5
BEND7-DT
BEST1
BEST4
BET1
BEX2
BEX3
BEX4
BEX5
BHLHA15
BHLHA9
BHLHE22-AS1
BHLHE23
BHLHE40
BHLHE40-AS1
BHMT
BICC1
BICD2
BICDL1
BICDL2
BICRAL
BID
BIK
BIN1
BIN2
BIN2P1
BIN3
BIRC3
BIRC6
BIRC6-AS2
BIRC7
BLACE
BLMH
BLNK
BLOC1S2
BLOC1S4
BLOC1S5-TXNDC5
BLTP1
BLTP2
BLTP3A
BLVRA
BLVRB
BMAL2
BMERB1
BMF
BMF-AS1
BMI1
BMP1
BMP2
BMP2K-DT
BMP3
BMP6
BMP8A
BMP8B-AS1
BMPER
BMPR1B-DT
BMS1
BMT2
BNC2
BNIP2
BNIP3P10
BNIP3P11
BNIP3P39
BNIP5
BOC
BOD1
BOK-AS1
BOLA2P1
BOLA3-DT
BOLL
BORCS6
BPGM
BPHL
BPI
BPNT1
BPNT2
BPTF
BRAF
BRAP
BRAT1
BRCA1P1
BRD1
BRD3
BRD3OS
BRD7P2
BRD9P1
BRDT
BRF1
BRF2
BRI3BP
BRI3P2
BRIP1
BRIX1
BRK1
BRMS1
BROX
BRPF1
BRPF3-AS1
BRSK1
BRSK2
BRWD1-AS1
BRWD1-AS2
BRWD1P2
BRWD1P3
BSDC1
BSG-AS1
BSN-DT
BSPRY
BST1
BSX
BTAF1
BTBD17
BTBD2
BTBD3
BTBD3-AS1
BTBD6
BTBD6P1
BTBD8
BTBD9
BTBD9-AS1
BTF3-DT
BTF3P12
BTF3P7
BTG1-DT
BTG2-DT
BTG3-AS1
BTLA
BTN1A1
BTN1A1P1
BTN2A1
BTN2A2
BTN2A3P
BTN3A1
BTN3A2
BTN3A3
BTNL2
BTRC
BUB1B
BUB3
BUD13-DT
BUD31P1
BVES-AS1
BZW1-AS1
BZW2
C10orf105
C10orf143
C10orf55
C10orf62
C10orf67-AS1
C10orf71-AS1
C10orf95
C10orf95-AS1
C11orf52
C11orf58
C11orf65
C11orf86
C11orf91
C11orf96
C11orf97
C11orf98P3
C12orf42
C12orf43
C12orf50
C12orf56
C12orf71
C14orf119
C14orf132
C14orf93
C15orf39
C15orf48
C15orf61
C15orf62
C16orf74
C16orf87
C16orf95-DT
C17orf107
C17orf113
C17orf58
C17orf78
C17orf80
C17orf97
C17orf98
C17orf99
C18orf25
C19orf25
C19orf33
C19orf48P
C19orf84
C1D
C1GALT1
C1GALT1C1
C1GALT1P1
C1GALT1P2
C1QC
C1QL1
C1QL4
C1QTNF1
C1QTNF12
C1QTNF2
C1QTNF3
C1QTNF4
C1QTNF5
C1QTNF6
C1QTNF7-AS1
C1R
C1RL-AS1
C1orf100
C1orf115
C1orf141
C1orf159
C1orf162
C1orf167
C1orf21-DT
C1orf216
C1orf220
C1orf35
C1orf50-AS1
C1orf52
C1orf53
C1orf54
C1orf56
C1orf74
C20orf144
C20orf181
C20orf203
C20orf204
C20orf96
C21orf91
C22orf15
C2CD2
C2CD4A
C2CD4B
C2CD4C
C2CD4D
C2CD5
C2CD5-AS1
C2CD6
C2orf49-DT
C2orf68
C2orf72
C2orf73
C2orf74-DT
C3
C3AR1
C3orf14
C3orf18
C3orf33
C3orf36
C3orf49
C3orf52
C3orf62
C3orf70
C3orf86P
C4A
C4BPA
C4BPB
C4orf19
C4orf36
C4orf46P3
C5AR1
C5AR2
C5orf15
C5orf24
C5orf47
C5orf67
C6orf132
C6orf136
C6orf141
C6orf226
C6orf47-AS1
C7orf25
C7orf31
C7orf50
C7orf57
C8orf33
C8orf48
C8orf58
C8orf76
C8orf88
C9
C9orf50
C9orf64
C9orf72
C9orf85
C9orf85P2
CA11
CA12
CA15P1
CA3-AS1
CA4
CA5B
CA5BP1
CA6
CA7
CA8
CA9
CAAP1
CAB39
CABIN1
CABLES1
CABP1-DT
CABYR
CACFD1
CACHD1
CACNA1B
CACNA1C-AS1
CACNA1D
CACNA1E
CACNA1G
CACNA1G-AS1
CACNA1H
CACNA1S
CACNA2D2
CACNB1
CACNB2
CACNB3
CACNG2-DT
CACNG6
CACNG7
CACNG8
CACTIN
CACUL1
CACYBPP3
CAD
CADM1
CADM2
CADM4
CALB2
CALCA
CALCB
CALCOCO1
CALCOCO2
CALCP
CALCRL
CALHM1
CALHM3
CALHM4
CALHM6-AS1
CALM1
CALM2P2
CALML4
CALR3
CALU
CALY
CAMK1
CAMK2D
CAMK2G
CAMK2N1
CAMK2N2
CAMK4
CAMKK1
CAMKK2
CAMKV
CAMLG
CAMP
CAMSAP1-DT
CAMSAP2
CAMSAP3
CAMTA1-DT
CAND2
CANT1
CAP1
CAPN1-AS1
CAPN10-DT
CAPN12
CAPN3
CAPN5
CAPNS1
CAPNS2
CAPRIN2
CAPZA1
CAPZA2
CARD10
CARD11
CARD11-AS1
CARD6
CARD8-AS1
CARF
CARHSP1-DT
CARM1
CARMIL1
CARMIL2
CARMIL2P1
CARNMT1
CARNMT1-AS1
CARNS1
CARS1-AS1
CARS2
CASC15
CASC3
CASD1
CASK
CASK-AS1
CASKIN1
CASP1
CASP10
CASP12
CASP1P2
CASP4
CASP4LP
CASP5
CASP6
CASP7
CASP8
CASP8AP2
CASR
CASS4
CASTOR1
CASTOR2
CASTOR3P
CAT
CATIP-AS2
CATSPERE
CATSPERG
CATSPERZ
CAV1
CAVIN1
CAVIN2-AS1
CAVIN3
CBARP-DT
CBFA2T2
CBFA2T3
CBFB
CBL
CBLC
CBLL1-AS1
CBLN3
CBR1-AS1
CBR3
CBR3-AS1
CBR4-DT
CBX2
CBX3P9
CBX4
CBX6
CBX7
CC2D1A
CC2D2A
CC2D2B
CCAR1
CCAR2
CCAT2
CCDC102A
CCDC106
CCDC112
CCDC116
CCDC117
CCDC120
CCDC124
CCDC126
CCDC13
CCDC134
CCDC136
CCDC138
CCDC14
CCDC141
CCDC144BP
CCDC149
CCDC15-DT
CCDC152
CCDC153
CCDC158
CCDC160
CCDC167
CCDC169-SOHLH2
CCDC170
CCDC171
CCDC175
CCDC177
CCDC181
CCDC182
CCDC183
CCDC184
CCDC185
CCDC187
CCDC191
CCDC192
CCDC194
CCDC22
CCDC24
CCDC26
CCDC28A-AS1
CCDC28B
CCDC30
CCDC32
CCDC34
CCDC38
CCDC39-AS1
CCDC42
CCDC54-AS1
CCDC6
CCDC61
CCDC62
CCDC63
CCDC66
CCDC68
CCDC69
CCDC70
CCDC71
CCDC71L
CCDC73
CCDC74A
CCDC74B
CCDC8
CCDC80
CCDC88A
CCDC88C-DT
CCDC89
CCDC90B-AS1
CCDC9B
CCER2
CCIN
CCKBR
CCL1
CCL17
CCL19
CCL2
CCL20
CCL22
CCL23
CCL25
CCL3
CCL3-AS1
CCL3L3
CCL4
CCL4L2
CCL5
CCM2
CCN1
CCN2
CCN5
CCNA1
CCNA2
CCNB1IP1
CCNB2
CCNB3
CCNC
CCND1
CCND2
CCNE1
CCNF
CCNG2
CCNG2P1
CCNI2
CCNJ
CCNJL
CCNJP2
CCNL1
CCNO-DT
CCNP
CCNT1
CCNT2-AS1
CCNY-AS1
CCNYL1
CCNYL5
CCNYL7
CCR1
CCR12P
CCR2
CCR3
CCR4
CCR5
CCR6
CCR7
CCR8
CCRL2
CCS
CCSAP
CCSER1
CCSER2
CCT8
CCT8P1
CCZ1
CCZ1B
CD101
CD109-AS1
CD14
CD160
CD163
CD164L2
CD180
CD19
CD1B
CD1C
CD1E
CD2
CD200
CD200R1
CD200R1L
CD226
CD24
CD244
CD247
CD248
CD27
CD274
CD276
CD28
CD2AP-DT
CD2BP2-DT
CD300A
CD300C
CD300E
CD300H
CD300LD
CD300LF
CD300LG
CD320
CD33
CD37
CD38
CD3E
CD3G
CD4
CD40
CD40LG
CD44-AS1
CD44-DT
CD46
CD47
CD48
CD5
CD52
CD53
CD55
CD58
CD59
CD5L
CD6
CD69
CD7
CD70
CD74
CD79A
CD80
CD82
CD82-AS1
CD83
CD84
CD86
CD8A
CD8B2
CD9
CD93
CD99
CD99L2
CDA
CDC14B
CDC16
CDC20-DT
CDC23
CDC25A
CDC25C
CDC27
CDC34
CDC37
CDC37L1-DT
CDC42-AS1
CDC42-IT1
CDC42BPA
CDC42BPG
CDC42EP1
CDC42EP3-AS1
CDC42EP4
CDC42EP5
CDC42P1
CDC42P3
CDC42P7
CDC5L
CDC6
CDC7
CDC73
CDCA3P1
CDCA4
CDCA7L
CDCA8
CDCP1
CDH1
CDH12
CDH15
CDH2
CDH22
CDH23
CDH3-AS1
CDH5
CDHR1
CDHR2
CDHR3
CDIN1
CDIP1
CDK1
CDK12
CDK13-DT
CDK16
CDK17
CDK18
CDK19
CDK20
CDK2AP1
CDK3
CDK5R1
CDK5R2-AS1
CDK5RAP2
CDK6-AS1
CDK7
CDK8
CDK9
CDKAL1
CDKL2
CDKL4
CDKL5
CDKN1B
CDKN1C
CDKN2A-DT
CDKN2AIP
CDKN2AIPNL
CDKN2B
CDKN2D
CDKN3
CDO1
CDON
CDPF1P1
CDR2-DT
CDR2L
CDRT15P3
CDS1
CDT1
CDV3
CDX1
CDYL-AS1
CDYL2
CEACAM16
CEACAM21
CEACAM22P
CEACAM3
CEACAM4
CEACAM8
CEACAMP2
CEACAMP3
CEBPB-AS1
CEBPD
CEBPE
CEBPG
CECR3
CECR7
CEDORA
CEL
CELA2B
CELF2-AS2
CELF3
CELF5
CELSR2
CEMIP
CENATAC-DT
CEND1
CENPB
CENPBD1P
CENPC
CENPE
CENPF
CENPI
CENPJ
CENPM
CENPN-AS1
CENPU
CENPV
CENPW
CEP112
CEP120
CEP126
CEP128
CEP131
CEP162
CEP164
CEP170B
CEP19
CEP192-DT
CEP20
CEP250-AS1
CEP295
CEP41
CEP55
CEP57L1P1
CEP70
CEP72-DT
CEP76
CEP83-DT
CEP85
CEP85L
CEP95
CEP97
CERCAM
CERK
CERNA1
CERS3
CERS3-AS1
CERS5
CERS6
CES1
CES3
CES5AP1
CETN4P
CETP
CFAP157
CFAP20DC-DT
CFAP221
CFAP251
CFAP298-TCP10L
CFAP299
CFAP300
CFAP36
CFAP418
CFAP43
CFAP44
CFAP46
CFAP53
CFAP53P1
CFAP54
CFAP58-DT
CFAP61
CFAP61-AS1
CFAP65
CFAP70
CFAP73
CFAP74
CFAP77
CFAP92
CFAP95-DT
CFAP97
CFAP97D2
CFAP97P1
CFB
CFD
CFL1
CFL1P1
CFL1P8
CFL2
CFLAR
CFLAR-AS1
CGAS
CGGBP1
CGN
CGNL1
CGREF1
CGRRF1
CH25H
CHAC1
CHAC2
CHAD
CHAF1B
CHAMP1
CHASERR
CHAT
CHCHD2
CHCHD2P1
CHCHD2P2
CHCHD2P3
CHCHD2P8
CHCHD4P4
CHCHD5
CHCHD6
CHCT1
CHD1-DT
CHD2
CHD4
CHD5
CHD6
CHD7
CHD8
CHD9NB
CHFR-DT
CHGA
CHGB
CHI3L1
CHI3L2
CHIAP1
CHID1
CHILL1
CHKA
CHKA-DT
CHKB-DT
CHL1-AS2
CHM
CHMP1B
CHMP1B-AS1
CHMP2A
CHMP3-AS1
CHMP4BP1
CHMP5
CHMP6
CHMP7
CHN1
CHN2
CHN2-AS1
CHODL
CHORDC1P1
CHORDC2P
CHPF2
CHRAC1
CHRDL1
CHRM1
CHRM3
CHRM3-AS1
CHRM4
CHRNA1
CHRNA5
CHRNA6
CHRNA9
CHRND
CHRNG
CHROMR
CHST1
CHST10
CHST11
CHST12
CHST13
CHST14
CHST15
CHST2
CHST3
CHST6
CHST7
CHSY1
CHTF18
CHUK-DT
CHURC1-FNTB
CIAO2B
CIAO3
CIB3
CIBAR1-DT
CIC
CIDECP1
CIDECP2
CIITA
CILK1
CILP
CILP2
CIR1P3
CIRBP
CIRBP-AS1
CIROP
CISH
CISTR
CIT
CITED1
CITED2
CITED4
CIZ1
CKAP2-DT
CKAP2L
CKAP2LP1
CKB
CKBP1
CKMT2
CKS1BP4
CKS1BP6
CLASP2
CLASRP
CLBA1
CLCC1
CLCN1
CLCN4
CLCN5
CLDN16
CLDN2
CLDN23
CLDN24
CLDN3
CLEC10A
CLEC11A
CLEC12A-AS1
CLEC12B
CLEC2A
CLEC2B
CLEC2D
CLEC2L
CLEC4A
CLEC4C
CLEC4D
CLEC4E
CLEC4G
CLEC4GP1
CLEC4M
CLEC5A
CLEC6A
CLEC7A
CLECL1P
CLGN
CLIC2
CLIC3
CLIC4
CLIC4P2
CLIC6
CLINT1
CLIP1-AS1
CLIP3
CLK4
CLMAT3
CLN6
CLN8
CLNS1A
CLPB
CLPSL2
CLPX
CLSPN
CLSTN1
CLSTN2
CLTA
CLTB
CLTRN
CLU
CLUAP1
CLUL1
CLXN
CLYBL
CMAHP
CMAS
CMBL
CMC1
CMC4
CMIP
CMKLR1
CMPK1
CMSS1
CMTM3
CMTM4
CMTM6
CMTM7
CMTR1
CMYA5
CNBD2
CNDP2
CNEP1R1
CNGA1
CNIH1
CNIH3
CNIH3-AS2
CNIH4
CNKSR1
CNMD
CNN1
CNN2
CNN2P1
CNN2P9
CNN3-DT
CNNM4
CNOT1
CNOT10
CNOT3
CNOT4
CNOT4P1
CNOT6
CNOT6LP1
CNP
CNR1
CNR2
CNRIP1
CNTFR
CNTLN
CNTNAP1
CNTNAP2
CNTRL
COA1
COA3
COA7
COASY
COCH
COG1
COG2
COG3
COG6
COIL
COL11A2
COL11A2P1
COL12A1
COL13A1
COL16A1
COL20A1
COL23A1
COL24A1
COL25A1-DT
COL26A1
COL27A1
COL2A1
COL4A2-AS1
COL4A2-AS2
COL4A4
COL5A1
COL5A1-AS1
COL5A3
COL6A1
COL6A2-DT
COL6A4P1
COL7A1
COL8A2
COL9A2
COL9A3
COLEC12
COLGALT1
COLGALT2
COLQ
COMMD1
COMMD2
COMMD3-BMI1
COMMD4
COMMD5
COMMD9
COMP
COMTD1
COP1-DT
COPB1
COPDA1
COPG1
COPRS
COPS3
COPS4
COPS5P2
COPS6
COPS7B
COPS8-DT
COPS9
COQ10A
COQ10B
COQ2
COQ3
COQ8A
COQ9
CORIN
CORO1A-AS1
CORO1B
CORO1C
CORO2A
CORO2B
CORO7-PAM16
COTL1
COX10-DT
COX11P1
COX17
COX17P1
COX18
COX19
COX20P2
COX5A
COX5B
COX5BP2
COX5BP7
COX6A1P2
COX6B1
COX6B1P5
COX6B2
COX6CP11
COX6CP16
COX6CP17
COX6CP2
COX7A1
COX7BP3
COX7C
COX7CP1
COX7CP3
COX7CP4
COX8BP
CPAMD8
CPB2
CPD
CPEB1-AS1
CPEB2-DT
CPEB4
CPED1
CPLANE1-AS1
CPLANE2
CPLX1
CPLX2
CPLX3
CPNE2-DT
CPNE4
CPNE5
CPNE6
CPNE7
CPNE8-AS1
CPNE9
CPOX
CPPED1
CPQ
CPSF1P2
CPSF4
CPSF6
CPT1A
CPT1B
CPT2
CPVL
CPXM1
CR1
CR1L
CR2
CRABP2
CRACD
CRACDL
CRACR2B
CRADD
CRAT37
CRB2
CRBN
CRCT1
CREB3L2
CREB3L3
CREB5
CREBBP
CREBL2
CREBRF
CREBZF
CREG1
CREG2
CRELD1
CRELD2
CRH
CRHBP
CRHR1
CRHR2
CRIM1-DT
CRIP1
CRIP2
CRISPLD1
CRISPLD2
CRK
CRKL
CRLF2
CRLF3
CRLS1
CRNKL1
CROCCP3
CRTAM
CRTAP
CRTC1
CRTC2
CRTC3
CRTC3-AS1
CRY2
CRYBA1
CRYBA2
CRYBB1
CRYBB2P1
CRYBG2
