,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ANKRD36,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
ANKRD36B,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
ANKRD36C,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
ANKRD39,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
ANO10,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
ANTXRL,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
AP1G2,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
AP3B2,-0.009850406,0.6231619,-0.0018308976,-0.0050583864,-4.7186313e-05,-0.0008165015,0.6828271,-0.001245505,-0.003933223,-0.0013615636,0.39828193,0.55173177,0.5514845,-0.009265909,-0.0045209024,0.6505082
AP5Z1,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
APBB2,-0.011577535,0.56625277,-0.0011085941,-0.006891484,-0.00095119514,-0.00075400335,0.7089932,0.0720519,-0.0024689774,-0.0030831432,0.44683608,0.8744369,0.5861488,-0.011401082,-0.004391661,0.76966554
